code,nom,departement,surface_ha,foret_ha,taux_boisement,score,total_perturb_ha,taux_coupe_annuel
27319,La Haye-de-Routot,27,255.231,17.355,6.8,E,0.0,0.0
27320,La Haye-du-Theil,27,708.84,256.794,36.227,D,13.45,0.676
27321,La Haye-le-Comte,27,333.937,169.272,50.69,D,7.01,0.534
27322,La Haye-Malherbe,27,999.225,470.684,47.105,B,6.53,0.179
27323,La Haye-Saint-Sylvestre,27,1850.643,393.422,21.259,C,4.55,0.149
27324,Hébécourt,27,1132.415,74.742,6.6,E,0.0,0.0
27325,Hecmanville,27,296.957,10.863,3.658,E,0.0,0.0
27326,Hécourt,27,769.751,335.72,43.614,C,11.67,0.449
27327,Hectomare,27,201.572,0.0,0.0,E,0.0,0
27329,Hennezis,27,1558.395,466.734,29.95,E,47.32,1.308
27330,Herqueville,27,376.069,165.002,43.876,B,1.89,0.148
27331,Heubécourt-Haricourt,27,1181.425,177.654,15.037,D,5.91,0.429
27332,Heudebouville,27,932.243,336.446,36.09,C,0.0,0.0
27333,Heudicourt,27,1077.523,33.592,3.118,E,1.96,0.753
27334,Heudreville-en-Lieuvin,27,415.924,1.059,0.255,E,0.0,0.0
27335,Heudreville-sur-Eure,27,1420.918,687.303,48.37,C,23.26,0.437
27336,La Heunière,27,306.966,0.215,0.07,E,0.0,0.0
27337,Heuqueville,27,786.052,88.271,11.23,D,0.0,0.0
27338,Les Hogues,27,1170.142,677.511,57.9,B,3.49,0.066
27339,Hondouville,27,700.336,343.319,49.022,B,3.51,0.132
27340,Honguemare-Guenouville,27,952.885,62.545,6.564,E,0.67,0.138
27341,L'Hosmes,27,672.409,94.546,14.061,D,0.56,0.076
27342,Houetteville,27,681.508,463.769,68.05,C,15.14,0.421
27343,Houlbec-Cocherel,27,1169.855,337.571,28.856,C,0.08,0.003
27345,La Houssaye,27,428.877,138.132,32.208,C,0.0,0.0
27346,Houville-en-Vexin,27,805.887,33.38,4.142,E,0.09,0.035
27347,Huest,27,650.918,177.406,27.255,C,0.0,0.0
27348,Igoville,27,573.277,158.988,27.733,C,1.4,0.114
27349,Illeville-sur-Montfort,27,1497.882,596.643,39.832,D,24.83,0.537
27350,Illiers-l'Évêque,27,2089.834,400.842,19.181,D,2.88,0.093
27351,Incarville,27,702.632,559.219,79.589,C,11.52,0.266
27353,Irreville,27,562.232,160.271,28.506,C,5.35,0.431
27354,Iville,27,871.771,7.07,0.811,E,0.0,0.0
27355,Ivry-la-Bataille,27,775.13,48.298,6.231,E,0.53,0.142
27358,Jouy-sur-Eure,27,969.359,241.349,24.898,C,5.07,0.271
27359,Juignettes,27,1299.594,340.257,26.182,C,6.7,0.254
27360,Jumelles,27,730.232,24.02,3.289,E,0.0,0.0
27361,La Lande-Saint-Léger,27,795.273,14.584,1.834,E,2.2,1.946
27363,Le Landin,27,314.68,105.409,33.497,C,1.87,0.229
27364,Launay,27,235.782,67.614,28.677,C,0.3,0.057
27365,Léry,27,846.276,440.682,52.073,C,10.04,0.294
27366,Letteguives,27,413.435,96.911,23.44,C,0.58,0.077
27367,Lieurey,27,1839.599,96.059,5.222,E,4.76,0.639
27368,Lignerolles,27,616.573,76.049,12.334,D,0.53,0.09
27369,Lilly,27,606.561,168.616,27.799,C,3.04,0.233
27370,Lisors,27,1083.826,525.919,48.524,C,9.27,0.227
27371,Livet-sur-Authou,27,396.732,167.802,42.296,B,0.18,0.014
27372,Longchamps,27,1542.374,41.221,2.673,E,0.0,0.0
27373,Lorleau,27,1233.653,551.964,44.742,B,8.5,0.199
27374,Louversey,27,1081.319,257.505,23.814,C,6.7,0.336
27375,Louviers,27,2717.025,1485.635,54.679,C,41.59,0.361
27376,Louye,27,526.828,229.399,43.543,B,0.0,0.0
27377,Lyons-la-Forêt,27,2712.836,1658.611,61.139,A,8.88,0.069
27378,La Madeleine-de-Nonancourt,27,2252.722,664.229,29.486,C,12.9,0.251
27379,Mainneville,27,815.143,121.0,14.844,D,2.07,0.221
27380,Malleville-sur-le-Bec,27,717.95,27.409,3.818,E,3.27,1.539
27381,Malouy,27,312.845,5.173,1.654,E,0.0,0.0
27382,Mandeville,27,306.689,1.643,0.536,E,0.0,0.0
27383,Mandres,27,1184.163,283.188,23.915,C,0.0,0.0
27384,Manneville-la-Raoult,27,746.942,55.889,7.482,E,0.0,0.0
27385,Manneville-sur-Risle,27,934.866,117.525,12.571,D,7.45,0.818
27386,Le Manoir,27,241.577,57.871,23.956,E,8.68,1.935
27388,Marais-Vernier,27,2629.4,157.518,5.991,E,7.12,0.583
27389,Marbeuf,27,853.392,22.017,2.58,E,0.0,0.0
27390,Marcilly-la-Campagne,27,1975.037,303.939,15.389,D,0.9,0.038
27391,Marcilly-sur-Eure,27,1554.061,709.059,45.626,C,18.56,0.338
27392,Martagny,27,441.705,60.877,13.782,D,0.1,0.021
27393,Martainville,27,890.646,27.494,3.087,E,0.85,0.399
27394,Martot,27,834.547,509.797,61.087,D,20.03,0.507
27395,Mélicourt,27,646.933,47.443,7.334,E,0.0,0.0
27396,Ménesqueville,27,410.02,135.263,32.989,C,2.16,0.206
27397,Ménilles,27,579.78,109.164,18.828,D,1.33,0.157
27398,Menneval,27,659.718,210.995,31.983,C,3.0,0.183
27399,Mercey,27,361.939,125.829,34.765,D,10.13,1.039
27400,Merey,27,863.174,654.586,75.835,C,17.57,0.346
27401,Le Mesnil-Fuguet,27,359.606,106.787,29.696,D,7.17,0.866
27403,Le Mesnil-Jourdain,27,1047.665,520.878,49.718,C,14.09,0.349
27404,Mesnil-Rousset,27,732.104,37.638,5.141,E,0.0,0.0
27405,Mesnil-sous-Vienne,27,568.949,49.676,8.731,E,0.97,0.252
27406,Mesnil-sur-l'Estrée,27,582.034,135.269,23.241,C,3.08,0.294
27407,Mesnil-Verclives,27,980.158,5.804,0.592,E,0.0,0.0
27408,Mézières-en-Vexin,27,1279.006,295.729,23.122,C,1.51,0.066
27410,Miserey,27,813.898,59.486,7.309,E,0.74,0.161
27411,Moisville,27,705.003,38.957,5.526,E,0.0,0.0
27412,Terres de Bord,27,2234.128,651.88,29.178,C,8.93,0.177
27413,Montfort-sur-Risle,27,397.372,229.661,57.795,B,2.21,0.124
27414,Montreuil-l'Argillé,27,1388.276,77.971,5.616,E,0.0,0.0
27415,Morainville-Jouveaux,27,1572.09,114.012,7.252,E,4.16,0.471
27416,,,2460.653,221.456,9.0,E,4289.44,249.926
27417,Morgny,27,1744.955,127.092,7.283,E,0.0,0.0
27418,Morsan,27,489.87,5.182,1.058,E,0.0,0.0
27419,Mouettes,27,840.321,415.601,49.457,B,2.04,0.063
27420,Mouflaines,27,380.671,70.528,18.527,D,0.0,0.0
27421,Mousseaux-Neuville,27,1423.921,330.441,23.206,C,0.2,0.008
27422,Muids,27,1541.805,438.38,28.433,D,21.72,0.639
27423,Muzy,27,904.7,226.163,24.999,C,2.22,0.127
27424,Nagel-Séez-Mesnil,27,1172.049,472.986,40.355,B,5.2,0.142
27425,Nassandres sur Risle,27,2564.556,527.222,20.558,C,19.45,0.476
27426,Neaufles-Saint-Martin,27,900.979,81.843,9.084,E,0.44,0.069
27427,Neaufles-Auvergny,27,1745.389,617.681,35.389,C,9.99,0.209
27428,Le Neubourg,27,995.536,176.297,17.709,D,2.8,0.205
27429,Neuilly,27,467.085,93.457,20.009,E,10.93,1.509
27430,La Neuve-Grange,27,507.385,0.874,0.172,E,0.0,0.0
27431,La Neuve-Lyre,27,289.126,87.362,30.216,C,0.0,0.0
27432,La Neuville-du-Bosc,27,1463.031,702.617,48.025,D,48.04,0.882
27433,Neuville-sur-Authou,27,561.187,40.289,7.179,E,0.0,0.0
27434,Noards,27,427.266,0.447,0.105,E,0.0,0.0
27435,La Noë-Poulain,27,470.542,28.312,6.017,E,0.0,0.0
27436,Nogent-le-Sec,27,1014.718,69.055,6.805,E,0.0,0.0
27437,Nojeon-en-Vexin,27,1295.081,41.021,3.167,E,1.3,0.409
27438,Nonancourt,27,730.844,203.93,27.903,C,0.46,0.029
27439,Normanville,27,916.456,422.393,46.09,C,14.26,0.436
27440,Notre-Dame-de-l'Isle,27,1195.091,580.076,48.538,C,11.48,0.255
27441,Notre-Dame-d'Épine,27,175.69,0.0,0.0,E,0.0,0
27442,Notre-Dame-du-Hamel,27,1366.259,132.532,9.7,E,0.62,0.06
27444,Le Noyer-en-Ouche,27,1100.408,285.143,25.912,C,0.0,0.0
27445,Noyers,27,532.254,64.474,12.113,D,0.0,0.0
27446,Ormes,27,1415.469,41.98,2.966,E,0.0,0.0
27447,Le Val-Doré,27,2007.342,360.169,17.943,D,4.48,0.16
27448,Pacy-sur-Eure,27,2211.414,1000.218,45.23,C,30.73,0.396
27451,Parville,27,456.482,57.275,12.547,D,1.64,0.369
27453,Perriers-sur-Andelle,27,1135.111,341.173,30.056,C,10.01,0.379
27454,Perruel,27,539.94,160.303,29.689,C,0.0,0.0
27455,Piencourt,27,876.189,71.673,8.18,E,0.0,0.0
27456,Pinterville,27,602.504,197.396,32.763,E,23.15,1.513
27457,Piseux,27,1966.167,84.732,4.31,E,0.06,0.009
27458,Pîtres,27,1097.357,532.268,48.504,B,7.61,0.184
27459,Les Places,27,194.339,15.921,8.192,E,0.0,0.0
27460,Plainville,27,654.823,26.618,4.065,E,9.75,4.726
27462,Le Planquay,27,400.007,9.251,2.313,E,0.56,0.781
27463,Plasnes,27,1622.563,465.864,28.712,D,33.42,0.926
27464,Le Plessis-Grohan,27,821.846,24.092,2.931,E,0.27,0.145
27465,Le Plessis-Hébert,27,1180.405,270.197,22.89,C,1.06,0.051
27466,Le Plessis-Sainte-Opportune,27,1140.367,119.38,10.469,D,0.42,0.045
27467,Pont-Audemer,27,1476.778,277.229,18.773,D,8.03,0.374
27468,Pont-Authou,27,340.079,106.267,31.248,C,0.93,0.113
27469,Pont-de-l'Arche,27,940.094,670.914,71.367,C,16.36,0.315
27470,Pont-Saint-Pierre,27,694.168,333.719,48.075,B,3.56,0.138
27471,Porte-de-Seine,27,657.694,71.154,10.819,D,0.0,0.0
27472,Portes,27,945.12,137.199,14.517,D,8.67,0.815
27473,Port-Mort,27,1218.013,588.884,48.348,C,16.51,0.362
27474,Poses,27,532.266,58.922,11.07,D,0.83,0.182
27475,La Poterie-Mathieu,27,643.827,158.162,24.566,E,21.38,1.744
27476,Les Préaux,27,606.394,93.667,15.447,D,0.4,0.055
27477,Pressagny-l'Orgueilleux,27,1017.831,774.694,76.112,D,47.2,0.786
27478,Prey,27,800.416,19.203,2.399,E,0.0,0.0
27480,Puchay,27,1400.316,360.082,25.714,C,4.12,0.148
27481,Pullay,27,1193.257,377.125,31.605,C,3.55,0.121
27482,La Pyle,27,170.153,0.494,0.29,E,0.0,0.0
27483,Quatremare,27,591.637,14.474,2.446,E,0.0,0.0
27485,Quillebeuf-sur-Seine,27,1025.222,4.926,0.48,E,0.0,0.0
27486,Quittebeuf,27,1344.56,8.645,0.643,E,0.0,0.0
27487,Radepont,27,1593.054,973.133,61.086,C,20.89,0.277
27488,Renneville,27,628.095,16.622,2.646,E,1.14,0.885
27489,Reuilly,27,971.643,170.04,17.5,D,5.43,0.412
27490,Richeville,27,393.881,95.229,24.177,C,0.0,0.0
27491,,,1522.485,203.662,13.377,E,2675.4,169.503
27492,Romilly-la-Puthenaye,27,1199.025,208.231,17.367,D,0.0,0.0
27493,Romilly-sur-Andelle,27,858.798,337.074,39.25,C,5.37,0.206
27495,La Roquette,27,589.875,253.451,42.967,D,11.36,0.578
27496,Rosay-sur-Lieure,27,815.53,360.244,44.173,B,0.02,0.001
27497,Rougemontiers,27,1201.708,158.329,13.175,D,2.45,0.2
27498,Rouge-Perriers,27,416.042,5.436,1.307,E,0.0,0.0
27500,Routot,27,661.943,3.107,0.469,E,0.0,0.0
27501,Rouvray,27,251.883,19.834,7.874,E,0.0,0.0
27502,Rugles,27,1406.126,242.496,17.246,D,15.53,0.826
27504,Sacquenville,27,992.571,209.641,21.121,C,6.15,0.379
27505,Saint-Agnan-de-Cernières,27,749.62,70.079,9.349,E,1.95,0.359
27507,Saint-André-de-l'Eure,27,2002.141,212.205,10.599,D,0.71,0.043
27508,Saint-Antonin-de-Sommaire,27,712.306,146.975,20.634,D,7.57,0.665
27511,Saint-Aubin-d'Écrosville,27,1484.057,170.548,11.492,D,0.0,0.0
27512,Saint-Aubin-de-Scellon,27,1402.387,141.365,10.08,D,1.41,0.129
27514,Saint-Aubin-du-Thenney,27,1407.831,76.201,5.413,E,0.0,0.0
27516,Treis-Sants-en-Ouche,27,1522.141,252.536,16.591,D,6.28,0.321
27517,Saint-Aubin-sur-Gaillon,27,1964.865,515.464,26.234,C,14.77,0.37
27518,Saint-Aubin-sur-Quillebeuf,27,1230.064,58.556,4.76,E,0.0,0.0
27520,Saint-Benoît-des-Ombres,27,366.474,99.279,27.09,C,0.54,0.07
27521,Saint-Christophe-sur-Avre,27,1077.964,244.788,22.708,C,1.09,0.057
27522,Saint-Christophe-sur-Condé,27,909.053,135.254,14.879,E,13.49,1.287
27523,,,1164.596,141.84,12.179,E,1839.98,167.384
27524,Sainte-Colombe-la-Commanderie,27,1080.641,45.367,4.198,E,0.0,0.0
27525,Sainte-Colombe-près-Vernon,27,272.827,66.237,24.278,C,1.6,0.312
27527,Saint-Cyr-de-Salerne,27,669.23,224.824,33.594,C,0.0,0.0
27528,Le Vaudreuil,27,549.833,232.843,42.348,B,0.05,0.003
27529,Saint-Cyr-la-Campagne,27,281.599,104.295,37.037,C,1.19,0.147
27530,Saint-Denis-d'Augerons,27,424.242,49.799,11.738,D,0.53,0.137
27531,Saint-Denis-des-Monts,27,393.271,19.355,4.922,E,5.45,3.633
27533,Saint-Denis-le-Ferment,27,1802.082,664.242,36.86,C,2.68,0.052
27534,Saint-Didier-des-Bois,27,580.194,390.482,67.302,A,0.0,0.0
27535,Saint-Élier,27,236.219,50.228,21.263,C,0.0,0.0
27536,Saint-Éloi-de-Fourques,27,736.122,36.039,4.896,E,0.89,0.319
27537,Saint-Étienne-du-Vauvray,27,168.872,24.731,14.645,D,1.41,0.736
27538,Saint-Étienne-l'Allier,27,1140.378,88.747,7.782,E,0.0,0.0
27539,Saint-Étienne-sous-Bailleul,27,432.936,138.309,31.947,D,9.82,0.916
27540,Sainte-Geneviève-lès-Gasny,27,417.339,215.635,51.669,C,6.94,0.415
27541,Le Mesnil-Saint-Jean,27,319.185,8.538,2.675,E,0.0,0.0
27542,Saint-Georges-du-Vièvre,27,1027.784,177.548,17.275,D,2.65,0.193
27543,Saint-Georges-Motel,27,494.664,170.079,34.383,C,2.07,0.157
27544,Saint-Germain-de-Fresney,27,526.897,27.636,5.245,E,0.0,0.0
27545,Saint-Germain-de-Pasquier,27,199.434,87.03,43.638,B,0.83,0.123
27546,Saint-Germain-des-Angles,27,183.38,51.649,28.165,C,0.49,0.122
27547,Saint-Germain-la-Campagne,27,2230.69,204.919,9.186,E,5.28,0.332
27548,Saint-Germain-sur-Avre,27,546.343,96.697,17.699,D,1.19,0.159
27550,Saint-Grégoire-du-Vièvre,27,904.686,184.961,20.445,C,6.09,0.425
27551,,,470.175,62.727,13.341,E,686.4,141.196
27552,Saint-Jean-du-Thenney,27,835.935,125.584,15.023,D,0.0,0.0
27553,Saint-Julien-de-la-Liègue,27,468.671,60.747,12.962,D,0.09,0.019
27554,La Chapelle-Longueville,27,1968.497,656.552,33.353,C,4.85,0.095
27555,Saint-Laurent-des-Bois,27,331.465,111.717,33.704,C,0.0,0.0
27556,Saint-Laurent-du-Tencement,27,274.621,34.164,12.44,D,0.98,0.37
27557,Saint-Léger-de-Rôtes,27,656.517,139.153,21.196,C,0.61,0.057
27558,Saint-Léger-du-Gennetey,27,333.01,62.814,18.863,D,0.0,0.0
27560,Saint-Luc,27,503.744,16.045,3.185,E,0.0,0.0
27561,Saint-Maclou,27,551.519,64.748,11.74,D,1.55,0.309
27562,Saint-Marcel,27,1002.649,251.091,25.043,C,8.76,0.45
27563,Saint-Mards-de-Blacarville,27,881.159,153.761,17.45,D,5.54,0.465
27564,Saint-Mards-de-Fresne,27,1355.841,81.771,6.031,E,2.87,0.453
27565,Le Lesme,27,2657.018,1385.49,52.145,D,61.75,0.575
27567,Sainte-Marie-de-Vatimesnil,27,746.543,28.58,3.828,E,0.0,0.0
27568,Sainte-Marthe,27,1748.595,1252.781,71.645,C,39.59,0.408
27569,Saint-Martin-du-Tilleul,27,521.005,45.921,8.814,E,2.61,0.733
27570,Saint-Martin-la-Campagne,27,351.794,7.851,2.232,E,0.0,0.0
27571,Saint-Martin-Saint-Firmin,27,637.795,111.932,17.55,D,0.0,0.0
27572,Saint-Meslin-du-Bosc,27,157.163,0.876,0.557,E,0.58,8.543
27576,Sainte-Opportune-du-Bosc,27,817.73,376.002,45.981,D,14.9,0.511
27577,Sainte-Opportune-la-Mare,27,1093.311,308.931,28.256,D,13.46,0.562
27578,Sainte-Marie-d'Attez,27,2628.621,223.784,8.513,E,3.8,0.219
27579,Saint-Ouen-de-Pontcheuil,27,114.207,39.059,34.2,C,1.14,0.377
27580,Saint-Ouen-de-Thouberville,27,639.136,111.893,17.507,D,0.0,0.0
27581,,,616.384,124.826,20.251,E,1901.9,196.599
27582,Saint-Ouen-du-Tilleul,27,396.135,89.217,22.522,C,0.0,0.0
27584,Saint-Paul-de-Fourques,27,415.345,129.17,31.099,C,0.04,0.004
27586,Saint-Philbert-sur-Boissey,27,305.306,1.037,0.34,E,0.0,0.0
27587,Saint-Philbert-sur-Risle,27,1335.776,313.631,23.479,C,5.44,0.224
27589,Saint-Pierre-de-Bailleul,27,641.561,65.361,10.188,D,0.0,0.0
27590,Saint-Pierre-de-Cernières,27,1188.155,313.759,26.407,C,2.37,0.097
27591,Saint-Pierre-de-Cormeilles,27,1758.075,176.702,10.051,D,2.31,0.169
27592,Saint-Pierre-de-Salerne,27,681.054,210.559,30.917,D,12.06,0.739
27593,Saint-Pierre-des-Fleurs,27,279.701,56.913,20.348,C,1.56,0.354
27594,Saint-Pierre-des-Ifs,27,618.669,12.488,2.018,E,0.0,0.0
27595,Saint-Pierre-du-Bosguérard,27,1027.197,393.861,38.343,D,23.67,0.775
27597,Saint-Pierre-du-Val,27,1216.541,204.24,16.789,D,0.91,0.057
27598,Saint-Pierre-du-Vauvray,27,450.543,144.301,32.028,C,1.29,0.115
27599,Saint-Pierre-la-Garenne,27,780.752,167.638,21.471,C,0.0,0.0
27600,,,412.543,78.3,18.98,E,743.04,122.447
27601,Saint-Samson-de-la-Roque,27,1796.965,315.828,17.576,D,4.76,0.194
27602,Saint-Sébastien-de-Morsent,27,999.72,352.326,35.242,C,3.16,0.116
27603,Saint-Siméon,27,753.131,90.287,11.988,D,2.22,0.317
27604,Saint-Sulpice-de-Grimbouville,27,433.298,130.863,30.202,E,41.29,4.071
27605,Saint-Sylvestre-de-Cormeilles,27,952.795,122.409,12.847,D,1.8,0.19
27606,Saint-Symphorien,27,383.708,5.102,1.33,E,0.0,0.0
27607,,,535.716,50.237,9.378,E,1274.34,327.31
27608,Saint-Victor-de-Chrétienville,27,584.553,0.851,0.146,E,0.0,0.0
27609,Saint-Victor-d'Épine,27,793.59,66.891,8.429,E,0.0,0.0
27610,Saint-Victor-sur-Avre,27,690.782,120.673,17.469,D,0.0,0.0
27611,Saint-Vigor,27,659.628,278.946,42.288,B,0.0,0.0
27612,Saint-Vincent-des-Bois,27,534.792,26.993,5.047,E,0.0,0.0
27613,Saint-Vincent-du-Boulay,27,658.449,46.701,7.093,E,0.0,0.0
27614,Sancourt,27,662.168,41.892,6.327,E,0.0,0.0
27615,Sassey,27,434.145,15.334,3.532,E,0.0,0.0
27616,La Saussaye,27,350.341,87.478,24.969,C,1.79,0.264
27617,Saussay-la-Campagne,27,491.363,0.0,0.0,E,0.0,0
27618,Sébécourt,27,1487.999,838.282,56.336,C,20.11,0.31
27620,Selles,27,1013.971,105.525,10.407,D,6.16,0.753
27621,Serez,27,629.723,6.901,1.096,E,0.0,0.0
27622,Serquigny,27,1147.332,421.893,36.772,C,8.44,0.258
27623,Surtauville,27,439.692,0.0,0.0,E,0.0,0
27624,Surville,27,576.368,7.263,1.26,E,0.0,0.0
27625,Suzay,27,407.569,95.185,23.354,D,4.59,0.622
27627,Le Theil-Nolent,27,410.638,7.471,1.819,E,1.85,3.195
27629,Thiberville,27,800.839,3.039,0.379,E,0.0,0.0
27630,Thibouville,27,888.862,131.064,14.745,D,5.67,0.558
27631,Thierville,27,365.456,51.397,14.064,D,0.0,0.0
27632,Le Thil,27,420.748,0.0,0.0,E,0.0,0
27633,Les Thilliers-en-Vexin,27,158.005,0.0,0.0,E,0.0,0
27635,Le Thuit,27,311.952,157.375,50.448,B,0.0,0.0
27638,Le Thuit de l'Oison,27,1563.203,171.697,10.984,D,1.33,0.1
27640,Tilleul-Dame-Agnès,27,518.493,10.012,1.931,E,0.0,0.0
27641,Le Tilleul-Lambert,27,582.92,9.003,1.545,E,0.0,0.0
27643,Tillières-sur-Avre,27,1679.66,217.456,12.946,D,0.71,0.042
27644,Tilly,27,1222.996,318.062,26.007,C,10.44,0.424
27645,Tocqueville,27,244.694,29.269,11.961,D,0.0,0.0
27646,Le Torpt,27,665.61,50.672,7.613,E,1.4,0.356
27649,Touffreville,27,1077.232,362.448,33.646,C,1.15,0.041
27650,Tournedos-Bois-Hubert,27,804.719,37.548,4.666,E,0.0,0.0
27652,Tourneville,27,725.835,437.78,60.314,D,24.32,0.717
27654,Tourville-la-Campagne,27,807.678,5.325,0.659,E,0.0,0.0
27655,Tourville-sur-Pont-Audemer,27,1081.431,415.117,38.386,D,18.96,0.589
27656,Toutainville,27,1189.521,250.893,21.092,C,3.76,0.193
27658,Le Tremblay-Omonville,27,538.613,53.614,9.954,E,0.0,0.0
27659,La Trinité,27,296.585,102.226,34.468,C,2.49,0.314
27660,La Trinité-de-Réville,27,1133.41,215.104,18.978,D,3.47,0.208
27661,La Trinité-de-Thouberville,27,341.746,71.021,20.782,C,0.0,0.0
27662,Triqueville,27,956.777,207.762,21.715,C,2.6,0.161
27663,Le Troncq,27,464.518,39.809,8.57,E,1.84,0.596
27664,Le Tronquay,27,1910.068,846.073,44.295,B,0.78,0.012
27665,Trouville-la-Haule,27,1248.436,255.612,20.475,C,3.16,0.16
27666,La Vacherie,27,759.702,318.316,41.9,B,4.2,0.17
27667,Valailles,27,544.383,37.241,6.841,E,6.06,2.1
27668,Le Val-David,27,686.006,170.915,24.915,C,0.0,0.0
27669,Valletot,27,593.92,82.244,13.848,D,0.0,0.0
27670,Vandrimare,27,650.715,172.866,26.565,C,3.03,0.226
27671,Vannecrocq,27,489.537,38.54,7.873,E,0.64,0.214
27672,Vascœuil,27,750.304,401.449,53.505,B,1.13,0.036
27673,Vatteville,27,439.548,106.872,24.314,C,1.72,0.208
27674,Vaux-sur-Eure,27,288.11,80.322,27.879,C,0.0,0.0
27676,Les Trois Lacs,27,3648.159,1613.358,44.224,C,31.09,0.249
27677,Venon,27,518.692,104.0,20.05,C,0.0,0.0
27678,Les Ventes,27,2059.719,1250.222,60.699,C,45.28,0.467
27679,Verneuil d'Avre et d'Iton,27,5603.656,1181.287,21.081,C,4.87,0.053
27680,Verneusses,27,1628.89,110.313,6.772,E,5.87,0.687
27681,Vernon,27,3427.638,1977.614,57.696,D,106.79,0.697
27682,Vesly,27,1193.601,55.383,4.64,E,0.76,0.177
27683,Vézillon,27,204.1,94.743,46.42,B,0.0,0.0
27684,Le Vieil-Évreux,27,1161.524,91.666,7.892,E,0.46,0.065
27685,La Vieille-Lyre,27,1710.403,411.353,24.05,C,6.47,0.203
27686,Vieux-Port,27,56.102,6.283,11.2,D,0.0,0.0
27689,Villegats,27,360.386,31.416,8.717,E,0.0,0.0
27690,Villers-en-Vexin,27,632.809,2.005,0.317,E,0.0,0.0
27691,Villers-sur-le-Roule,27,430.856,169.366,39.309,D,8.97,0.683
27692,Villettes,27,682.504,216.15,31.67,D,13.49,0.805
27693,Sylvains-Lès-Moulins,27,2386.615,370.78,15.536,D,5.93,0.206
27694,Villez-sous-Bailleul,27,444.171,33.186,7.471,E,0.0,0.0
27695,Villez-sur-le-Neubourg,27,483.072,2.812,0.582,E,0.0,0.0
27696,Villiers-en-Désœuvre,27,1465.461,144.843,9.884,E,3.22,0.287
27697,Vironvay,27,382.289,92.529,24.204,C,0.0,0.0
27698,Vitot,27,467.086,6.792,1.454,E,0.0,0.0
27699,Voiscreville,27,172.59,2.34,1.356,E,0.0,0.0
27700,Vraiville,27,665.367,51.548,7.747,E,0.0,0.0
27701,Val-de-Reuil,27,2595.785,405.834,15.634,D,6.56,0.209
28001,Abondant,28,3508.261,2278.065,64.934,C,64.12,0.363
28002,,,2231.591,23.249,1.042,E,4306.5,2390.113
28003,Allainville,28,533.935,43.875,8.217,E,0.0,0.0
28004,Allonnes,28,1024.44,11.509,1.123,E,0.0,0.0
28005,Alluyes,28,1982.701,148.099,7.47,E,0.64,0.056
28006,Amilly,28,2020.494,11.283,0.558,E,1.11,1.269
28007,Anet,28,789.519,381.426,48.311,D,19.63,0.664
28008,Ardelles,28,1039.141,114.736,11.041,D,1.36,0.153
28009,Ardelu,28,408.276,0.592,0.145,E,0.0,0.0
28010,Argenvilliers,28,1832.259,281.667,15.373,D,6.9,0.316
28012,Vald'Yerre,28,14623.177,1164.827,7.966,E,21.37,0.237
28013,Aunay-sous-Auneau,28,1954.51,259.118,13.257,D,2.11,0.105
28014,Aunay-sous-Crécy,28,847.628,225.759,26.634,C,5.39,0.308
28015,Auneau-Bleury-Saint-Symphorien,28,3446.121,480.073,13.931,D,1.55,0.042
28016,Les Autels-Villevillon,28,1012.815,37.959,3.748,E,0.84,0.286
28018,Authon-du-Perche,28,1691.555,329.289,19.467,D,14.92,0.585
28019,Baigneaux,28,1192.59,12.203,1.023,E,0.0,0.0
28021,Bailleau-le-Pin,28,1672.18,1.285,0.077,E,0.0,0.0
28022,Bailleau-l'Évêque,28,1979.136,526.319,26.593,C,1.23,0.03
28023,Bailleau-Armenonville,28,1786.239,311.947,17.464,D,10.29,0.426
28024,Barjouville,28,413.603,34.777,8.408,E,4.95,1.837
28025,,,640.766,0.0,0.0,E,1067.2,0
28026,Baudreville,28,1312.547,5.389,0.411,E,0.55,1.317
28027,La Bazoche-Gouet,28,3799.628,276.838,7.286,E,12.82,0.598
28028,Bazoches-en-Dunois,28,1889.684,80.407,4.255,E,10.49,1.683
28029,Bazoches-les-Hautes,28,1704.453,16.987,0.997,E,0.0,0.0
28030,Beauche,28,1692.632,273.715,16.171,D,0.0,0.0
28031,Beaumont-les-Autels,28,2143.101,782.424,36.509,C,14.46,0.238
28032,Beauvilliers,28,2327.735,9.155,0.393,E,2.08,2.932
28033,Belhomert-Guéhouville,28,1105.777,321.948,29.115,C,0.45,0.018
28034,Berchères-Saint-Germain,28,2780.671,322.471,11.597,D,6.47,0.259
28035,Berchères-les-Pierres,28,2020.152,86.952,4.304,E,1.88,0.279
28036,Berchères-sur-Vesgre,28,1224.311,217.103,17.733,D,0.0,0.0
28037,Bérou-la-Mulotière,28,1317.885,641.863,48.704,D,36.82,0.74
28038,Béthonvilliers,28,1229.778,262.499,21.345,C,0.41,0.02
28039,Béville-le-Comte,28,2029.257,261.78,12.9,D,15.84,0.781
28040,Billancelles,28,1202.006,26.799,2.23,E,0.0,0.0
28041,Blandainville,28,1378.72,44.287,3.212,E,0.0,0.0
28045,Boissy-en-Drouais,28,608.58,122.216,20.082,C,2.51,0.265
28046,Boissy-lès-Perche,28,3376.569,617.271,18.281,D,4.63,0.097
28047,Boisville-la-Saint-Père,28,2521.373,5.827,0.231,E,0.0,0.0
28048,La Bourdinière-Saint-Loup,28,2026.336,65.974,3.256,E,0.0,0.0
