code,nom,departement,surface_ha,foret_ha,taux_boisement,score,total_perturb_ha,taux_coupe_annuel
52287,Levécourt,52,675.085,134.731,19.958,D,2.67,0.256
52288,Lezéville,52,2576.738,778.559,30.215,C,9.66,0.16
52289,Liffol-le-Petit,52,2571.243,1712.357,66.596,D,83.91,0.632
52290,Les Loges,52,1099.464,607.669,55.27,D,28.63,0.608
52291,Longchamp,52,606.506,144.28,23.789,C,3.11,0.278
52292,Longeau-Percey,52,755.634,107.269,14.196,D,7.85,0.944
52294,Louvemont,52,2103.998,1471.748,69.95,A,10.07,0.088
52295,Louvières,52,875.699,318.25,36.342,C,6.89,0.279
52297,Luzy-sur-Marne,52,1595.756,1131.664,70.917,C,23.26,0.265
52298,Maâtz,52,1076.555,586.408,54.471,C,10.48,0.231
52300,Magneux,52,587.428,38.525,6.558,E,1.42,0.476
52301,Maisoncelles,52,408.199,23.059,5.649,E,0.0,0.0
52302,Maizières,52,1161.841,439.924,37.864,C,4.84,0.142
52303,Maizières-sur-Amance,52,798.565,215.03,26.927,C,6.1,0.366
52304,Malaincourt-sur-Meuse,52,384.11,105.885,27.566,C,1.5,0.183
52305,Mandres-la-Côte,52,1148.307,379.932,33.086,C,0.26,0.009
52306,Manois,52,1025.936,468.049,45.622,B,7.24,0.2
52307,Marac,52,2215.505,1022.129,46.135,B,5.73,0.072
52308,Maranville,52,1272.314,788.96,62.01,A,1.69,0.028
52310,Marbéville,52,1772.905,1118.439,63.085,E,136.76,1.578
52311,Marcilly-en-Bassigny,52,1962.244,852.897,43.465,C,30.29,0.458
52312,Mardor,52,741.813,141.784,19.113,D,2.25,0.205
52313,Mareilles,52,2217.832,1073.114,48.386,D,87.79,1.056
52315,Marnay-sur-Marne,52,1078.641,440.975,40.883,B,3.92,0.115
52316,Mathons,52,1342.536,667.961,49.754,D,38.42,0.742
52318,Melay,52,1397.292,613.061,43.875,B,5.02,0.106
52319,Mennouveaux,52,791.848,269.027,33.975,C,1.84,0.088
52320,Merrey,52,683.331,114.652,16.778,D,3.2,0.36
52321,Mertrud,52,1208.771,592.654,49.029,B,3.2,0.07
52322,Meures,52,812.764,345.045,42.453,B,1.4,0.052
52325,Millières,52,1410.085,405.05,28.725,C,4.99,0.159
52326,Mirbel,52,616.521,104.621,16.97,D,0.0,0.0
52327,Moëslains,52,156.755,28.595,18.242,D,0.0,0.0
52328,Montcharvot,52,349.334,215.745,61.759,A,0.0,0.0
52330,Montheries,52,1671.749,1325.693,79.3,A,3.86,0.038
52331,La Porte du Der,52,4748.07,2224.657,46.854,B,20.17,0.117
52332,Val-de-Meuse,52,7748.973,1127.778,14.554,D,49.66,0.568
52335,Montot-sur-Rognon,52,782.528,423.776,54.155,B,2.29,0.07
52336,Montreuil-sur-Blaise,52,140.609,43.04,30.61,C,0.0,0.0
52337,Montreuil-sur-Thonnance,52,806.388,404.429,50.153,B,1.62,0.052
52341,Morancourt,52,1408.146,337.316,23.955,C,1.33,0.051
52342,Morionvilliers,52,683.888,338.621,49.514,B,1.65,0.063
52344,Mouilleron,52,524.322,134.231,25.601,C,0.0,0.0
52346,Mussey-sur-Marne,52,991.582,583.68,58.863,B,1.22,0.027
52347,Narcy,52,1113.573,356.787,32.04,C,2.47,0.089
52348,Neuilly-l'Évêque,52,2399.107,727.168,30.31,C,13.65,0.242
52349,Neuilly-sur-Suize,52,1481.519,905.728,61.135,B,12.45,0.177
52350,Neuvelle-lès-Voisey,52,575.082,279.712,48.639,B,1.92,0.089
52352,Ninville,52,904.258,198.612,21.964,D,8.92,0.58
52353,Nogent,52,5513.093,2147.809,38.958,C,54.49,0.327
52354,Noidant-Chatenoy,52,527.028,160.224,30.401,C,4.59,0.37
52355,Noidant-le-Rocheux,52,1647.09,706.027,42.865,B,4.15,0.076
52356,Nomécourt,52,1078.04,245.363,22.76,C,2.22,0.117
52357,Noncourt-sur-le-Rongeant,52,929.194,444.361,47.822,B,3.64,0.106
52358,Noyers,52,734.141,162.655,22.156,C,5.34,0.424
52359,Nully,52,1775.418,441.888,24.889,C,1.96,0.057
52360,Occey,52,1696.471,282.508,16.653,D,1.42,0.065
52362,Orbigny-au-Mont,52,917.514,240.717,26.236,C,7.18,0.385
52363,Orbigny-au-Val,52,740.991,185.601,25.048,D,11.41,0.793
52364,Orcevaux,52,437.046,54.629,12.5,D,0.0,0.0
52365,Orges,52,1754.576,647.038,36.877,C,0.41,0.008
52366,Ormancey,52,1716.043,564.883,32.918,C,6.46,0.148
52367,Ormoy-lès-Sexfontaines,52,558.349,273.472,48.979,B,0.0,0.0
52369,Orquevaux,52,1559.578,965.882,61.932,B,8.77,0.117
52370,Osne-le-Val,52,2703.564,1236.558,45.738,B,15.12,0.158
52371,Oudincourt,52,753.861,206.627,27.409,C,0.99,0.062
52372,Outremécourt,52,914.247,221.814,24.262,C,0.0,0.0
52373,Ozières,52,958.685,345.886,36.079,C,2.39,0.089
52374,Le Pailly,52,712.742,141.965,19.918,D,2.42,0.22
52375,Palaiseul,52,500.286,79.282,15.847,D,1.16,0.189
52376,Pansey,52,905.227,187.947,20.762,D,11.63,0.798
52377,Parnoy-en-Bassigny,52,4065.03,1436.943,35.349,C,21.05,0.189
52378,Paroy-sur-Saulx,52,745.553,228.781,30.686,E,26.35,1.486
52380,Peigney,52,831.3,115.145,13.851,E,20.15,2.258
52383,Perrancey-les-Vieux-Moulins,52,1724.421,524.534,30.418,C,0.84,0.021
52384,Perrogney-les-Fontaines,52,1496.398,369.098,24.666,C,1.31,0.046
52385,Perrusse,52,574.746,55.017,9.572,E,1.46,0.342
52386,Perthes,52,1316.298,174.085,13.225,D,12.15,0.901
52388,Pierremont-sur-Amance,52,1642.205,374.315,22.793,C,12.7,0.438
52390,Pisseloup,52,326.231,82.593,25.317,C,1.59,0.248
52391,Planrupt,52,840.946,209.995,24.971,D,10.07,0.619
52392,Plesnoy,52,913.606,224.884,24.615,C,6.96,0.399
52393,Poinsenot,52,724.196,407.165,56.223,B,0.0,0.0
52394,Poinson-lès-Fayl,52,1233.486,309.618,25.101,D,21.04,0.877
52395,Poinson-lès-Grancey,52,1163.305,473.807,40.729,B,0.46,0.013
52396,Poinson-lès-Nogent,52,1075.854,354.508,32.951,C,1.74,0.063
52397,Poiseul,52,451.519,86.965,19.261,D,4.1,0.608
52398,Poissons,52,1558.259,892.828,57.297,B,10.19,0.147
52399,Pont-la-Ville,52,1032.941,318.284,30.813,C,0.71,0.029
52400,Le Châtelet-sur-Meuse,52,2152.248,489.327,22.736,C,8.71,0.23
52401,Poulangy,52,1733.564,999.974,57.683,B,9.24,0.119
52403,Praslay,52,1135.554,762.574,67.154,B,6.17,0.104
52405,Le Montsaugeonnais,52,3368.711,1271.467,37.743,C,12.14,0.123
52406,Pressigny,52,2241.674,1040.845,46.432,C,33.92,0.421
52407,Prez-sous-Lafauche,52,2256.564,724.005,32.084,C,4.03,0.072
52411,Rives Dervoises,52,7815.639,1983.384,25.377,D,118.81,0.773
52413,Rachecourt-Suzémont,52,362.383,64.657,17.842,D,0.0,0.0
52414,Rachecourt-sur-Marne,52,570.135,158.927,27.875,C,0.42,0.034
52415,Rançonnières,52,826.659,60.72,7.345,E,1.27,0.27
52416,Rangecourt,52,697.06,123.301,17.689,D,1.43,0.15
52419,Rennepont,52,1212.952,798.521,65.833,A,3.11,0.05
52420,Reynel,52,1866.248,1287.351,68.981,C,47.27,0.474
52421,Riaucourt,52,1078.531,440.037,40.8,C,8.53,0.25
52422,Richebourg,52,2119.432,1139.752,53.776,B,1.34,0.015
52423,Rimaucourt,52,2029.391,1155.646,56.945,E,120.85,1.349
52424,Rivières-le-Bois,52,710.809,348.916,49.087,B,2.86,0.106
52425,Rivière-les-Fosses,52,1819.169,968.275,53.226,B,5.53,0.074
52426,Rizaucourt-Buchey,52,1521.949,482.319,31.691,C,1.29,0.035
52428,Rochefort-sur-la-Côte,52,513.493,189.038,36.814,C,0.89,0.061
52429,Roches-sur-Marne,52,788.404,385.36,48.879,B,4.32,0.145
52431,Rochetaillée,52,2816.15,1543.616,54.813,B,7.13,0.06
52432,Rolampont,52,4925.478,1649.146,33.482,C,26.88,0.21
52433,Romain-sur-Meuse,52,1655.986,709.229,42.828,D,37.92,0.69
52436,Rouécourt,52,787.815,173.002,21.96,C,2.47,0.184
52437,Rouelles,52,659.916,482.76,73.155,A,0.0,0.0
52438,Rougeux,52,983.805,434.697,44.185,C,8.57,0.254
52439,Rouvres-sur-Aube,52,2043.73,1425.022,69.727,A,0.6,0.005
52440,Rouvroy-sur-Marne,52,847.132,559.962,66.101,C,10.75,0.248
52442,Rupt,52,649.305,218.482,33.649,C,4.8,0.283
52443,Sailly,52,1244.045,667.857,53.684,C,11.23,0.217
52444,Saint-Blin,52,2251.591,1195.209,53.083,B,6.29,0.068
52445,Saint-Broingt-le-Bois,52,452.867,138.716,30.631,C,1.36,0.127
52446,Saint-Broingt-les-Fosses,52,1249.526,215.457,17.243,D,8.75,0.524
52447,Saint-Ciergues,52,1237.463,392.56,31.723,C,7.66,0.252
52448,Saint-Dizier,52,4870.304,2271.132,46.632,B,20.65,0.117
52449,Saints-Geosmes,52,2740.758,562.036,20.507,C,4.83,0.111
52450,Saint-Loup-sur-Aujon,52,1961.021,1123.766,57.305,B,1.68,0.019
52452,Saint-Martin-lès-Langres,52,364.994,63.004,17.262,D,0.0,0.0
52453,Saint-Maurice,52,356.68,8.607,2.413,E,0.49,0.735
52455,Saint-Thiébault,52,61.057,0.578,0.946,E,1.09,24.333
52456,Saint-Urbain-Maconcourt,52,2600.578,1064.693,40.941,B,7.14,0.087
52457,Saint-Vallier-sur-Marne,52,657.536,54.83,8.339,E,3.47,0.817
52459,Sarcey,52,715.285,276.769,38.694,C,5.88,0.274
52461,Sarrey,52,1419.626,300.515,21.169,C,3.59,0.154
52463,Saudron,52,915.842,149.914,16.369,D,5.58,0.48
52464,Saulles,52,1733.223,976.342,56.331,B,2.56,0.034
52465,Saulxures,52,817.96,115.544,14.126,D,9.4,1.05
52467,Savigny,52,609.582,64.969,10.658,E,7.47,1.484
52468,Semilly,52,1449.955,403.782,27.848,C,5.29,0.169
52469,Semoutiers-Montsaon,52,2736.441,355.716,12.999,D,8.34,0.303
52470,Serqueux,52,2556.529,1372.278,53.677,B,18.83,0.177
52472,Sexfontaines,52,2078.208,1096.47,52.76,B,3.8,0.045
52473,Signéville,52,814.675,340.917,41.847,C,10.63,0.402
52474,Silvarouvres,52,1926.41,848.425,44.042,B,4.62,0.07
52475,Sommancourt,52,596.519,176.196,29.537,C,0.51,0.037
52476,Sommerécourt,52,768.726,311.586,40.533,C,7.92,0.328
52479,Sommevoire,52,3305.326,1089.193,32.953,C,17.69,0.21
52480,Soncourt-sur-Marne,52,1368.141,739.647,54.062,B,1.12,0.02
52482,Soulaucourt-sur-Mouzon,52,934.867,337.374,36.088,C,8.98,0.343
52483,Soyers,52,601.298,240.595,40.013,D,15.38,0.825
52484,Suzannecourt,52,454.431,224.611,49.427,B,2.65,0.152
52486,Ternat,52,798.884,499.244,62.493,A,1.33,0.034
52487,Thilleux,52,976.536,231.898,23.747,C,0.49,0.027
52488,Thivet,52,1552.494,688.063,44.32,C,22.14,0.415
52489,Thol-lès-Millières,52,686.987,193.488,28.165,C,1.43,0.095
52490,Thonnance-lès-Joinville,52,1145.167,666.677,58.217,B,1.85,0.036
52491,Thonnance-les-Moulins,52,2155.804,587.103,27.234,C,5.51,0.121
52492,Torcenay,52,844.574,322.163,38.145,D,21.56,0.864
52493,Tornay,52,735.66,408.051,55.467,B,0.42,0.013
52494,Treix,52,1560.08,783.25,50.206,D,52.35,0.862
52495,Trémilly,52,1085.782,469.173,43.211,B,2.31,0.064
52497,Troisfontaines-la-Ville,52,3809.526,1963.02,51.529,C,48.52,0.319
52499,Vaillant,52,761.28,215.547,28.314,C,3.28,0.196
52500,Valcourt,52,365.514,206.143,56.398,B,3.15,0.197
52502,Valleret,52,480.472,111.801,23.269,C,0.0,0.0
52503,Valleroy,52,349.011,107.342,30.756,C,0.0,0.0
52504,Varennes-sur-Amance,52,1270.012,625.614,49.26,D,36.2,0.747
52505,Vaudrecourt,52,265.999,120.632,45.35,B,1.1,0.118
52506,Vaudrémont,52,1059.063,405.955,38.332,C,3.59,0.114
52507,Vauxbons,52,1253.089,610.839,48.747,B,1.87,0.04
52510,Vaux-sur-Blaise,52,711.196,191.265,26.893,C,0.0,0.0
52511,Vaux-sur-Saint-Urbain,52,650.941,372.498,57.224,B,1.74,0.06
52512,Vecqueville,52,530.162,188.25,35.508,C,1.9,0.13
52513,Velles,52,422.906,91.765,21.699,C,0.5,0.07
52514,Verbiesles,52,1139.558,589.835,51.76,B,4.25,0.093
52515,Verseilles-le-Bas,52,155.482,12.704,8.17,E,0.0,0.0
52516,Verseilles-le-Haut,52,282.549,65.25,23.093,C,0.72,0.142
52517,Vesaignes-sous-Lafauche,52,1395.407,631.8,45.277,B,1.87,0.038
52518,Vesaignes-sur-Marne,52,857.858,300.662,35.048,C,0.54,0.023
52519,Vesvres-sous-Chalancey,52,713.837,93.56,13.107,D,0.0,0.0
52520,Vicq,52,1382.976,779.112,56.336,D,32.71,0.542
52522,Viéville,52,1124.783,582.214,51.762,B,2.9,0.064
52523,Vignes-la-Côte,52,313.93,70.515,22.462,C,0.0,0.0
52524,Vignory,52,1967.009,1236.126,62.843,A,6.53,0.068
52525,Villars-en-Azois,52,1963.478,1502.049,76.499,A,9.18,0.079
52526,Villars-Santenoge,52,1971.589,1091.907,55.382,B,0.59,0.007
52528,Ville-en-Blaisois,52,693.406,276.326,39.85,C,3.3,0.154
52529,Villegusien-le-Lac,52,4027.922,710.337,17.635,D,14.52,0.264
52534,Villiers-en-Lieu,52,1266.315,406.865,32.13,C,3.84,0.122
52535,Villiers-le-Sec,52,1578.334,255.466,16.186,D,4.11,0.208
52536,Villiers-lès-Aprey,52,751.151,184.152,24.516,C,0.0,0.0
52538,Villiers-sur-Suize,52,1774.126,690.848,38.94,C,8.2,0.153
52539,Violot,52,427.579,184.902,43.244,C,4.27,0.298
52540,Vitry-en-Montagne,52,975.345,557.373,57.146,B,2.11,0.049
52541,Vitry-lès-Nogent,52,812.378,426.83,52.541,B,5.67,0.171
52542,Vivey,52,1297.354,876.498,67.56,A,0.0,0.0
52543,Voillecomte,52,1440.316,441.142,30.628,C,16.75,0.49
52544,Voisey,52,3159.443,1594.147,50.457,C,29.26,0.237
52545,Voisines,52,1913.194,1075.935,56.238,B,2.54,0.03
52546,Voncourt,52,350.646,144.608,41.24,C,4.11,0.367
52547,Vouécourt,52,1357.47,730.696,53.828,B,10.53,0.186
52548,Vraincourt,52,343.35,18.795,5.474,E,0.96,0.659
52549,Vroncourt-la-Côte,52,427.951,59.252,13.845,D,1.75,0.381
52550,Wassy,52,3432.632,2185.404,63.666,B,27.79,0.164
53001,Ahuillé,53,3057.817,320.619,10.485,D,16.89,0.68
53002,Alexain,53,1643.96,43.818,2.665,E,0.73,0.215
53003,Ambrières-les-Vallées,53,3836.032,214.858,5.601,E,12.47,0.749
53005,Andouillé,53,3699.02,177.251,4.792,E,5.31,0.387
53006,,,679.972,14.213,2.09,E,1539.72,1397.83
53007,Argentré,53,3707.583,194.918,5.257,E,2.9,0.192
53008,Aron,53,3280.245,187.459,5.715,E,2.75,0.189
53009,Arquenay,53,2545.071,227.137,8.925,E,2.22,0.126
53010,Assé-le-Bérenger,53,1194.032,130.112,10.897,D,8.09,0.802
53011,Astillé,53,2088.833,78.367,3.752,E,1.93,0.318
53012,Athée,53,1735.543,68.421,3.942,E,8.64,1.629
53013,Averton,53,4047.783,2333.929,57.659,C,87.38,0.483
53014,,,2943.574,108.748,3.694,E,5274.36,625.816
53015,La Baconnière,53,2766.339,40.855,1.477,E,4.49,1.418
53016,Bais,53,2623.515,185.395,7.067,E,5.49,0.382
53017,Val-du-Maine,53,2397.173,129.677,5.41,E,7.07,0.703
53018,Ballots,53,3610.202,302.936,8.391,E,27.58,1.175
53019,Bannes,53,839.742,1.207,0.144,E,0.0,0.0
53021,La Bazoge-Montpinçon,53,848.524,33.11,3.902,E,0.0,0.0
53022,La Bazouge-de-Chemeré,53,2519.697,60.724,2.41,E,2.98,0.633
53023,La Bazouge-des-Alleux,53,1814.209,136.334,7.515,E,3.13,0.296
53025,Bazougers,53,3189.662,49.44,1.55,E,0.0,0.0
53026,Beaulieu-sur-Oudon,53,2021.91,87.785,4.342,E,1.56,0.229
53027,Beaumont-Pied-de-Bœuf,53,1359.961,135.795,9.985,E,0.0,0.0
53028,Belgeard,53,1307.988,453.592,34.679,C,1.38,0.039
53029,Bierné-les-Villages,53,2433.256,32.338,1.329,E,5.84,2.33
53030,Le Bignon-du-Maine,53,1454.384,71.504,4.916,E,3.77,0.68
53031,La Bigottière,53,1858.426,241.529,12.996,E,22.74,1.215
53033,La Boissière,53,629.306,15.684,2.492,E,0.0,0.0
53034,Bonchamp-lès-Laval,53,2754.031,64.187,2.331,E,3.09,0.621
53035,Bouchamps-lès-Craon,53,1819.241,84.532,4.647,E,3.81,0.582
53036,Bouère,53,4310.077,400.635,9.295,E,15.41,0.496
53037,Bouessay,53,937.467,73.875,7.88,E,1.9,0.332
53038,Boulay-les-Ifs,53,895.643,159.576,17.817,D,2.25,0.182
53039,Le Bourgneuf-la-Forêt,53,2887.858,86.459,2.994,E,12.79,1.909
53040,Bourgon,53,2142.143,43.149,2.014,E,8.4,2.512
53041,Brains-sur-les-Marches,53,783.151,1.716,0.219,E,0.0,0.0
53042,Brecé,53,3528.553,100.287,2.842,E,4.15,0.534
53043,Brée,53,1659.788,102.151,6.154,E,1.56,0.197
53045,La Brûlatte,53,1555.67,678.138,43.591,B,3.68,0.07
53046,Le Buret,53,1288.294,42.994,3.337,E,2.39,0.717
53047,Carelles,53,1312.282,16.592,1.264,E,0.0,0.0
53048,Chailland,53,3572.739,777.706,21.768,C,17.37,0.288
53049,Châlons-du-Maine,53,984.751,103.659,10.526,D,2.6,0.324
53051,Champéon,53,2097.189,203.1,9.684,E,11.71,0.744
53052,Champfrémont,53,1304.828,373.426,28.619,D,29.76,1.028
53053,Champgenéteux,53,2520.262,71.85,2.851,E,1.51,0.271
53054,Changé,53,3571.464,134.697,3.771,E,2.19,0.21
53055,Chantrigné,53,1862.764,98.354,5.28,E,4.55,0.597
53056,La Chapelle-Anthenaise,53,2027.214,98.662,4.867,E,2.11,0.276
53057,La Chapelle-au-Riboul,53,1314.415,91.044,6.927,E,1.51,0.214
53058,La Chapelle-Craonnaise,53,1044.873,29.923,2.864,E,0.44,0.19
53059,La Chapelle-Rainsouin,53,1827.268,261.875,14.331,D,1.53,0.075
53061,Charchigné,53,1484.842,98.397,6.627,E,1.46,0.191
53062,Château-Gontier-sur-Mayenne,53,2791.93,174.09,6.235,E,33.69,2.497
53063,Châtelain,53,1403.703,91.467,6.516,E,9.06,1.278
53064,Châtillon-sur-Colmont,53,3996.495,582.57,14.577,D,12.09,0.268
53065,,,1385.075,206.819,14.932,E,2520.8,157.27
53066,Chemazé,53,3857.29,564.011,14.622,D,45.76,1.047
53067,Chémeré-le-Roi,53,1524.619,96.841,6.352,E,3.92,0.522
53068,Chérancé,53,873.838,15.096,1.727,E,0.76,0.65
53069,Chevaigné-du-Maine,53,1330.793,30.29,2.276,E,1.54,0.656
53071,Colombiers-du-Plessis,53,2150.49,53.149,2.471,E,0.56,0.136
53072,Commer,53,2310.651,144.801,6.267,E,1.46,0.13
53073,Congrier,53,2450.904,206.027,8.406,E,0.7,0.044
53074,Contest,53,2332.197,113.963,4.887,E,8.14,0.922
53075,Cosmes,53,1384.526,20.091,1.451,E,9.31,5.979
53076,Cossé-en-Champagne,53,2121.409,117.095,5.52,E,1.1,0.121
53077,Cossé-le-Vivien,53,4496.277,94.054,2.092,E,9.09,1.247
53078,Coudray,53,1092.022,38.308,3.508,E,0.0,0.0
53079,Couesmes-Vaucé,53,1909.911,52.794,2.764,E,3.74,0.914
53080,Couptrain,53,67.875,4.842,7.133,E,0.27,0.72
53082,Courbeveille,53,1865.373,24.832,1.331,E,0.0,0.0
53083,Courcité,53,3068.837,35.605,1.16,E,0.51,0.185
53084,Craon,53,2429.503,64.547,2.657,E,6.42,1.283
53085,Crennes-sur-Fraubée,53,1272.35,471.069,37.024,D,33.71,0.923
53086,La Croixille,53,2014.625,47.304,2.348,E,0.0,0.0
53087,La Cropte,53,1424.854,66.462,4.664,E,4.05,0.786
53088,Cuillé,53,2176.8,53.043,2.437,E,1.34,0.326
53089,Daon,53,1826.651,223.35,12.227,E,55.31,3.195
53090,Denazé,53,923.019,18.461,2.0,E,1.61,1.125
53091,Désertines,53,2606.223,44.298,1.7,E,0.0,0.0
53092,,,1200.03,279.563,23.296,E,2179.53,100.596
53093,La Dorée,53,1794.515,73.615,4.102,E,4.04,0.708
53094,Entrammes,53,2684.232,273.253,10.18,D,5.3,0.25
53096,Ernée,53,3644.296,107.046,2.937,E,7.78,0.938
53097,Évron,53,3594.218,48.318,1.344,E,17.99,4.804
53098,Fontaine-Couverte,53,2167.876,31.9,1.471,E,4.46,1.804
53099,Forcé,53,499.745,95.755,19.161,D,8.7,1.172
53100,Fougerolles-du-Plessis,53,3379.909,52.071,1.541,E,3.5,0.867
53101,Fromentières,53,2224.328,126.407,5.683,E,5.97,0.609
53102,Gastines,53,897.697,27.593,3.074,E,0.0,0.0
53103,Le Genest-Saint-Isle,53,1876.965,66.848,3.561,E,3.77,0.728
53104,Gennes-Longuefuye,53,2633.885,58.795,2.232,E,9.47,2.078
53105,Gesnes,53,1121.803,67.594,6.026,E,4.28,0.817
53106,Gesvres,53,2169.556,175.477,8.088,E,5.39,0.396
53107,Gorron,53,1487.421,18.546,1.247,E,1.01,0.703
53108,La Gravelle,53,619.703,99.307,16.025,D,0.0,0.0
53109,Grazay,53,1684.617,93.885,5.573,E,11.35,1.56
53110,Grez-en-Bouère,53,2759.999,101.42,3.675,E,2.17,0.276
53111,La Haie-Traversaine,53,1177.382,69.838,5.932,E,1.13,0.209
53112,Le Ham,53,2500.128,193.736,7.749,E,20.17,1.343
53113,Hambers,53,2618.337,343.771,13.129,D,8.12,0.305
53114,Hardanges,53,1846.533,225.175,12.194,D,10.74,0.615
53115,Hercé,53,1025.922,14.735,1.436,E,3.01,2.636
53116,Le Horps,53,2319.941,38.419,1.656,E,6.88,2.311
53117,Houssay,53,1411.137,89.634,6.352,E,0.0,0.0
53118,Le Housseau-Brétignolles,53,940.795,30.398,3.231,E,4.42,1.876
53119,L'Huisserie,53,1511.794,255.736,16.916,D,2.98,0.15
53120,Izé,53,2847.315,263.134,9.241,E,6.17,0.303
53121,Javron-les-Chapelles,53,3852.522,173.572,4.505,E,9.62,0.715
53122,Jublains,53,3653.111,427.964,11.715,D,9.79,0.295
53123,Juvigné,53,6253.849,439.02,7.02,E,20.32,0.597
53124,Prée-d'Anjou,53,4276.707,88.478,2.069,E,3.95,0.576
53125,Landivy,53,2897.39,95.618,3.3,E,1.45,0.196
53126,Larchamp,53,4129.036,105.909,2.565,E,6.14,0.748
53127,Lassay-les-Châteaux,53,5835.424,271.01,4.644,E,40.11,1.91
53128,Laubrières,53,846.265,21.018,2.484,E,1.07,0.657
53129,Launay-Villiers,53,948.928,37.305,3.931,E,9.08,3.141
53130,Laval,53,3426.611,326.925,9.541,E,5.72,0.226
53131,Lesbois,53,600.605,5.6,0.932,E,0.66,1.521
53132,Levaré,53,1175.604,11.717,0.997,E,0.0,0.0
53133,Lignières-Orgères,53,4121.018,1280.297,31.068,D,53.62,0.54
53134,Livet,53,1124.585,349.61,31.088,C,1.23,0.045
53135,Livré-la-Touche,53,2999.849,98.5,3.283,E,12.7,1.664
53136,La Roche-Neuville,53,2040.095,237.826,11.658,D,8.46,0.459
53137,Loiron-Ruillé,53,4002.1,232.206,5.802,E,4.92,0.273
53138,,,1457.088,197.134,13.529,E,2576.42,168.637
53139,Loupfougères,53,1861.208,54.94,2.952,E,0.0,0.0
53140,Louverné,53,2075.642,91.207,4.394,E,4.86,0.688
53141,Louvigné,53,1265.751,21.231,1.677,E,0.0,0.0
53142,Madré,53,1762.062,34.28,1.945,E,5.5,2.07
53143,Maisoncelles-du-Maine,53,1578.967,109.204,6.916,E,0.87,0.103
53144,Marcillé-la-Ville,53,2716.303,575.594,21.19,C,3.74,0.084
53145,Marigné-Peuton,53,1655.597,124.455,7.517,E,15.37,1.594
53146,Martigné-sur-Mayenne,53,3178.749,87.82,2.763,E,2.42,0.356
53147,Mayenne,53,2023.292,82.237,4.065,E,0.79,0.124
53148,Mée,53,870.138,16.996,1.953,E,9.62,7.303
53150,Ménil,53,2841.982,306.378,10.78,D,8.48,0.357
53151,Méral,53,2955.064,136.672,4.625,E,3.3,0.312
53152,Meslay-du-Maine,53,2439.824,48.563,1.99,E,6.34,1.685
53153,Mézangers,53,2943.865,1270.989,43.174,C,27.66,0.281
53154,Montaudin,53,2191.666,36.465,1.664,E,5.74,2.031
53155,Montenay,53,3773.288,218.56,5.792,E,3.54,0.209
53156,Montflours,53,796.915,75.449,9.468,E,0.62,0.106
53157,Montigné-le-Brillant,53,1783.349,84.61,4.744,E,0.8,0.122
53158,Montjean,53,2008.735,88.791,4.42,E,21.28,3.092
53159,,,1921.741,547.798,28.505,E,3509.0,82.653
53160,Montreuil-Poulay,53,1617.937,102.718,6.349,E,11.36,1.427
53161,Montsûrs,53,2998.072,149.529,4.987,E,22.38,1.931
53162,Moulay,53,870.407,46.558,5.349,E,0.0,0.0
53163,Neau,53,1269.175,54.037,4.258,E,1.22,0.291
53164,Neuilly-le-Vendin,53,1470.16,15.442,1.05,E,0.24,0.201
53165,Niafles,53,798.617,8.372,1.048,E,0.0,0.0
53168,Nuillé-sur-Vicoin,53,2408.086,142.484,5.917,E,5.91,0.535
53169,Olivet,53,982.986,410.061,41.716,C,6.84,0.215
53170,Oisseau,53,3095.438,111.794,3.612,E,1.27,0.147
53172,Origné,53,1042.303,111.61,10.708,D,1.58,0.183
53173,La Pallu,53,656.654,26.872,4.092,E,2.88,1.383
53174,Parigné-sur-Braye,53,972.518,34.292,3.526,E,0.0,0.0
53175,Parné-sur-Roc,53,2409.087,87.129,3.617,E,5.76,0.853
53176,Le Pas,53,2211.062,44.685,2.021,E,3.32,0.959
53177,La Pellerine,53,834.59,21.655,2.595,E,1.87,1.114
53178,Peuton,53,1067.16,76.156,7.136,E,4.32,0.732
53179,Placé,53,2567.278,1082.816,42.178,C,28.0,0.334
53180,Pommerieux,53,2310.767,23.267,1.007,E,0.4,0.222
53181,Pontmain,53,587.704,42.707,7.267,E,3.4,1.027
53182,Port-Brillet,53,822.446,436.664,53.093,B,1.34,0.04
53184,Préaux,53,987.317,87.737,8.886,E,9.32,1.371
53185,Pré-en-Pail-Saint-Samson,53,5806.427,874.888,15.068,E,88.43,1.304
53186,Quelaines-Saint-Gault,53,4259.129,33.899,0.796,E,4.25,1.618
53187,Ravigny,53,650.277,156.356,24.044,E,26.11,2.155
53188,Renazé,53,1678.514,204.946,12.21,D,5.82,0.366
53189,Rennes-en-Grenouilles,53,802.563,41.543,5.176,E,4.3,1.336
53190,Le Ribay,53,1714.3,99.022,5.776,E,7.29,0.95
53191,La Roë,53,872.625,36.099,4.137,E,1.87,0.668
53192,La Rouaudière,53,1938.494,78.162,4.032,E,0.0,0.0
53193,Ruillé-Froid-Fonds,53,2379.691,125.102,5.257,E,4.31,0.445
53195,Sacé,53,1249.207,76.554,6.128,E,1.74,0.293
53196,Saint-Aignan-de-Couptrain,53,1731.758,35.105,2.027,E,10.48,3.852
53197,Saint-Aignan-sur-Roë,53,1813.563,186.176,10.266,D,0.01,0.001
53198,Saint-Aubin-du-Désert,53,1265.058,52.569,4.155,E,0.0,0.0
